date,volume_of_trades,strike,stock_close,stock_high,stock_low,stock_open,stock_traded_volume,divCash,expiration_date,options_close_price,options_volume,count,bid,bid_size,ask,ask_size,open_interest,delta,theta,vega,rho,epsilon,lambda,gamma,d1,d2,implied_vol,iv_error,expiration,realized_vol,realized_vol_diff_target,7_day_realized_vol_target,realized_vol_diff_bin_target,7_day_implied_vol_target,implied_vol_diff_target,implied_vol_diff_bin_target,options_close_price_7_days,options_7_day_diff,options_7_day_frac_diff,options_7_day_diff_bin,7_day_implied_7_day_forecasted_vol_diff,7_day_implied_7_day_forecasted_vol_diff_bin,current_implied_7_day_forecasted_vol_diff,current_implied_7_day_forecasted_vol_diff_bin,reported_estimate_eps_percent_diff,vix-open,vix-high,vix-low,vix-close,pos_em_count,neg_em_count,em_total_count,pos_nem_count,neu_em_count,neu_nem_count,neg_nem_count,nem_total_count,pos_total_count,neu_total_count,neg_total_count,total_count,article_sentiment,article_count,side_A,side_B,side_N,range_type_above_mean_range,range_type_below_mean_range,range_type_mean_range
2022-09-13,48282927870.0,106,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-09-23,1.96,950.0,214.0,1.85,34.0,2.0,2.0,155.0,0.4179,-0.1333,6.7423,1.1408,-1.1945,22.2387,0.0583,-0.2071,-0.2713,0.3876,0.0002,10 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.4677,0.0801,1,0.3,-1.66,-0.846938775510204,-1,0.1172279902521624,1,0.0371279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,True,False,False,False,True
2022-09-13,48282927870.0,106,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-09-30,2.63,396.0,98.0,2.32,1.0,2.67,3.0,128.0,0.4418,-0.0996,8.8859,2.0242,-2.1467,17.5302,0.0472,-0.1463,-0.2263,0.3708,-0.0002,17 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.3793,0.0085,1,0.87,-1.7599999999999998,-0.6692015209125475,-1,0.0288279902521624,1,0.0203279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,True,False,False,False,True
2022-09-13,48282927870.0,106,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-10-07,3.1,66.0,37.0,2.99,20.0,3.25,3.0,10.0,0.4547,-0.0811,10.603,2.9155,-3.1193,15.3055,0.0417,-0.1136,-0.2046,0.3547,-0.0001,24 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.3549,0.0001999999999999,1,1.34,-1.76,-0.567741935483871,-1,0.0044279902521624,1,0.0042279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,True,False,False,False,True
2022-09-13,25554592108.0,105,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-09-23,2.46,1116.0,221.0,2.3,75.0,2.54,54.0,105.0,0.4777,-0.1401,6.8778,1.2979,-1.3653,20.2633,0.0578,-0.0559,-0.1219,0.3989,-0.0002,10 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.477,0.0781,1,0.48,-1.98,-0.8048780487804879,-1,0.1265279902521624,1,0.0484279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,True,False,False,True,False
2022-09-13,25554592108.0,105,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-09-30,3.06,822.0,88.0,2.8,1.0,3.2,6.0,146.0,0.4888,-0.1008,8.9781,2.2326,-2.3751,16.6641,0.0477,-0.0279,-0.1079,0.3706,0.0,17 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.3803,0.0097,1,1.12,-1.94,-0.6339869281045751,-1,0.0298279902521624,1,0.0201279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,True,False,False,True,False
2022-09-13,25554592108.0,105,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-10-07,3.55,62.0,24.0,3.45,20.0,3.75,3.0,51.0,0.4963,-0.0821,10.6713,3.1712,-3.4046,14.5858,0.0419,-0.0091,-0.1003,0.3558,0.0,24 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.3686,0.0127999999999999,1,1.73,-1.82,-0.5126760563380282,-1,0.0181279902521624,1,0.0053279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,True,False,False,True,False
2022-09-13,12452641496.0,107,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-09-23,1.48,1256.0,256.0,1.43,41.0,1.6,65.0,274.0,0.3543,-0.121,6.4244,0.9722,-1.0128,24.9698,0.0582,-0.3735,-0.4347,0.3698,0.0003,10 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.4794,0.1095999999999999,1,0.21,-1.27,-0.8581081081081081,-1,0.1289279902521624,1,0.0193279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,True,False,True,False,False
2022-09-13,12452641496.0,107,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-09-30,2.18,459.0,87.0,2.02,76.0,2.21,3.0,300.0,0.3934,-0.095,8.6593,1.8101,-1.9116,18.8239,0.0469,-0.2703,-0.3488,0.3637,0.0002,17 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.3747,0.0109999999999999,1,0.65,-1.5300000000000002,-0.7018348623853211,-1,0.0242279902521624,1,0.0132279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,True,False,True,False,False
2022-09-13,12452641496.0,107,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-10-07,2.7,216.0,42.0,2.46,1.0,2.75,3.0,58.0,0.4141,-0.0795,10.4234,2.6629,-2.8405,16.0001,0.041,-0.217,-0.3079,0.3546,0.0,24 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.3684,0.0137999999999999,1,1.19,-1.5100000000000002,-0.5592592592592593,-1,0.0179279902521624,1,0.0041279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,True,False,True,False,False
2022-09-13,37134746740.0,106,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-09-23,1.96,950.0,214.0,1.85,34.0,2.0,2.0,155.0,0.4179,-0.1333,6.7423,1.1408,-1.1945,22.2387,0.0583,-0.2071,-0.2713,0.3876,0.0002,10 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.4677,0.0801,1,0.3,-1.66,-0.846938775510204,-1,0.1172279902521624,1,0.0371279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,False,True,False,False,True
2022-09-13,37134746740.0,106,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-09-30,2.63,396.0,98.0,2.32,1.0,2.67,3.0,128.0,0.4418,-0.0996,8.8859,2.0242,-2.1467,17.5302,0.0472,-0.1463,-0.2263,0.3708,-0.0002,17 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.3793,0.0085,1,0.87,-1.7599999999999998,-0.6692015209125475,-1,0.0288279902521624,1,0.0203279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,False,True,False,False,True
2022-09-13,37134746740.0,106,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-10-07,3.1,66.0,37.0,2.99,20.0,3.25,3.0,10.0,0.4547,-0.0811,10.603,2.9155,-3.1193,15.3055,0.0417,-0.1136,-0.2046,0.3547,-0.0001,24 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.3549,0.0001999999999999,1,1.34,-1.76,-0.567741935483871,-1,0.0044279902521624,1,0.0042279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,False,True,False,False,True
2022-09-13,32819864440.0,105,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-09-23,2.46,1116.0,221.0,2.3,75.0,2.54,54.0,105.0,0.4777,-0.1401,6.8778,1.2979,-1.3653,20.2633,0.0578,-0.0559,-0.1219,0.3989,-0.0002,10 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.477,0.0781,1,0.48,-1.98,-0.8048780487804879,-1,0.1265279902521624,1,0.0484279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,False,True,False,True,False
2022-09-13,32819864440.0,105,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-09-30,3.06,822.0,88.0,2.8,1.0,3.2,6.0,146.0,0.4888,-0.1008,8.9781,2.2326,-2.3751,16.6641,0.0477,-0.0279,-0.1079,0.3706,0.0,17 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.3803,0.0097,1,1.12,-1.94,-0.6339869281045751,-1,0.0298279902521624,1,0.0201279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,False,True,False,True,False
2022-09-13,32819864440.0,105,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-10-07,3.55,62.0,24.0,3.45,20.0,3.75,3.0,51.0,0.4963,-0.0821,10.6713,3.1712,-3.4046,14.5858,0.0419,-0.0091,-0.1003,0.3558,0.0,24 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.3686,0.0127999999999999,1,1.73,-1.82,-0.5126760563380282,-1,0.0181279902521624,1,0.0053279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,False,True,False,True,False
2022-09-13,15386402000.0,107,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-09-23,1.48,1256.0,256.0,1.43,41.0,1.6,65.0,274.0,0.3543,-0.121,6.4244,0.9722,-1.0128,24.9698,0.0582,-0.3735,-0.4347,0.3698,0.0003,10 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.4794,0.1095999999999999,1,0.21,-1.27,-0.8581081081081081,-1,0.1289279902521624,1,0.0193279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,False,True,True,False,False
2022-09-13,15386402000.0,107,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-09-30,2.18,459.0,87.0,2.02,76.0,2.21,3.0,300.0,0.3934,-0.095,8.6593,1.8101,-1.9116,18.8239,0.0469,-0.2703,-0.3488,0.3637,0.0002,17 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.3747,0.0109999999999999,1,0.65,-1.5300000000000002,-0.7018348623853211,-1,0.0242279902521624,1,0.0132279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,False,True,True,False,False
2022-09-13,15386402000.0,107,103.9424277805,107.9080227054,103.7132602346,107.4098323882,38172871,0.0,2022-10-07,2.7,216.0,42.0,2.46,1.0,2.75,3.0,58.0,0.4141,-0.0795,10.4234,2.6629,-2.8405,16.0001,0.041,-0.217,-0.3079,0.3546,0.0,24 days,0.3519487884607785,-0.0014767787129409,0.3504720097478375,-1,0.3684,0.0137999999999999,1,1.19,-1.5100000000000002,-0.5592592592592593,-1,0.0179279902521624,1,0.0041279902521624,1,0.0,23.67,28.15,23.53,27.27,200.0,74.0,344.0,482.0,70.0,187.0,308.0,977.0,682.0,257.0,382.0,1321.0,0.0,0.0,False,False,True,True,False,False
2022-09-14,37509474645.0,105,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-09-23,2.49,1607.0,353.0,2.42,25.0,2.47,10.0,771.0,0.5155,-0.1398,6.5727,1.2732,-1.3346,21.7364,0.0646,0.0389,-0.0198,0.3742,0.0001,9 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.5015,0.1272999999999999,1,0.11,-2.3800000000000003,-0.9558232931726908,-1,0.154947588365964,1,0.027647588365964,1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,False,True,False,False,True
2022-09-14,37509474645.0,105,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-09-30,3.1,449.0,97.0,3.1,17.0,3.2,668.0,880.0,0.5199,-0.0983,8.7592,2.2574,-2.3932,17.6154,0.0521,0.05,-0.0227,0.3476,-0.0002,16 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.3847,0.0370999999999999,1,0.6,-2.5,-0.8064516129032258,-1,0.0381475883659641,1,0.0010475883659641,1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,False,True,False,False,True
2022-09-14,37509474645.0,105,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-10-07,3.57,203.0,35.0,3.65,17.0,3.8,47.0,61.0,0.5234,-0.0791,10.4969,3.2386,-3.4635,15.3971,0.0454,0.0588,-0.0246,0.3326,0.0,23 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.3654,0.0327999999999999,1,1.08,-2.49,-0.6974789915966386,-1,0.0188475883659641,1,-0.0139524116340358,-1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,False,True,False,False,True
2022-09-14,37509474645.0,105,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-10-14,4.2,134.0,31.0,4.2,9.0,4.35,21.0,147.0,0.5271,-0.0714,11.9814,4.2039,-4.5492,13.1758,0.0386,0.068,-0.03,0.342,0.0001,30 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.3596,0.0175999999999999,1,1.54,-2.66,-0.6333333333333333,-1,0.013047588365964,1,-0.0045524116340358,-1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,False,True,False,False,True
2022-09-14,2232349305.0,104,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-09-23,3.0,1569.0,227.0,3.0,29.0,3.1,396.0,162.0,0.5802,-0.1368,6.4441,1.4283,-1.5023,20.3075,0.0637,0.2025,0.1441,0.372,0.0,9 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.5078,0.1358,1,0.2,-2.8,-0.9333333333333332,-1,0.1612475883659641,1,0.0254475883659641,1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,False,True,False,True,False
2022-09-14,2232349305.0,104,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-09-30,3.5,104.0,38.0,3.65,28.0,3.75,10.0,173.0,0.5737,-0.0935,8.6199,2.4874,-2.6408,17.2121,0.0533,0.1859,0.1159,0.3342,0.0,16 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.3925,0.0583,1,0.83,-2.67,-0.7628571428571428,-1,0.0459475883659641,1,-0.0123524116340358,-1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,False,True,False,True,False
2022-09-14,2232349305.0,104,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-10-07,3.94,32.0,12.0,4.2,21.0,4.35,31.0,33.0,0.5704,-0.0752,10.3509,3.5259,-3.7741,15.2044,0.0467,0.1774,0.0974,0.3188,-0.0001,23 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.372,0.0532,1,1.37,-2.57,-0.6522842639593909,-1,0.0254475883659641,1,-0.0277524116340359,-1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,False,True,False,True,False
2022-09-14,4197751010.0,105,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-09-23,2.49,1607.0,353.0,2.42,25.0,2.47,10.0,771.0,0.5155,-0.1398,6.5727,1.2732,-1.3346,21.7364,0.0646,0.0389,-0.0198,0.3742,0.0001,9 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.5015,0.1272999999999999,1,0.11,-2.3800000000000003,-0.9558232931726908,-1,0.154947588365964,1,0.027647588365964,1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,False,True,True,False,False
2022-09-14,4197751010.0,105,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-09-30,3.1,449.0,97.0,3.1,17.0,3.2,668.0,880.0,0.5199,-0.0983,8.7592,2.2574,-2.3932,17.6154,0.0521,0.05,-0.0227,0.3476,-0.0002,16 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.3847,0.0370999999999999,1,0.6,-2.5,-0.8064516129032258,-1,0.0381475883659641,1,0.0010475883659641,1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,False,True,True,False,False
2022-09-14,4197751010.0,105,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-10-07,3.57,203.0,35.0,3.65,17.0,3.8,47.0,61.0,0.5234,-0.0791,10.4969,3.2386,-3.4635,15.3971,0.0454,0.0588,-0.0246,0.3326,0.0,23 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.3654,0.0327999999999999,1,1.08,-2.49,-0.6974789915966386,-1,0.0188475883659641,1,-0.0139524116340358,-1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,False,True,True,False,False
2022-09-14,4197751010.0,105,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-10-14,4.2,134.0,31.0,4.2,9.0,4.35,21.0,147.0,0.5271,-0.0714,11.9814,4.2039,-4.5492,13.1758,0.0386,0.068,-0.03,0.342,0.0001,30 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.3596,0.0175999999999999,1,1.54,-2.66,-0.6333333333333333,-1,0.013047588365964,1,-0.0045524116340358,-1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,False,True,True,False,False
2022-09-14,55446560792.0,104,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-09-23,3.0,1569.0,227.0,3.0,29.0,3.1,396.0,162.0,0.5802,-0.1368,6.4441,1.4283,-1.5023,20.3075,0.0637,0.2025,0.1441,0.372,0.0,9 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.5078,0.1358,1,0.2,-2.8,-0.9333333333333332,-1,0.1612475883659641,1,0.0254475883659641,1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,True,False,False,False,True
2022-09-14,55446560792.0,104,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-09-30,3.5,104.0,38.0,3.65,28.0,3.75,10.0,173.0,0.5737,-0.0935,8.6199,2.4874,-2.6408,17.2121,0.0533,0.1859,0.1159,0.3342,0.0,16 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.3925,0.0583,1,0.83,-2.67,-0.7628571428571428,-1,0.0459475883659641,1,-0.0123524116340358,-1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,True,False,False,False,True
2022-09-14,55446560792.0,104,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-10-07,3.94,32.0,12.0,4.2,21.0,4.35,31.0,33.0,0.5704,-0.0752,10.3509,3.5259,-3.7741,15.2044,0.0467,0.1774,0.0974,0.3188,-0.0001,23 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.372,0.0532,1,1.37,-2.57,-0.6522842639593909,-1,0.0254475883659641,1,-0.0277524116340359,-1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,True,False,False,False,True
2022-09-14,3639999972.0,104,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-09-23,3.0,1569.0,227.0,3.0,29.0,3.1,396.0,162.0,0.5802,-0.1368,6.4441,1.4283,-1.5023,20.3075,0.0637,0.2025,0.1441,0.372,0.0,9 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.5078,0.1358,1,0.2,-2.8,-0.9333333333333332,-1,0.1612475883659641,1,0.0254475883659641,1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,True,False,False,True,False
2022-09-14,3639999972.0,104,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-09-30,3.5,104.0,38.0,3.65,28.0,3.75,10.0,173.0,0.5737,-0.0935,8.6199,2.4874,-2.6408,17.2121,0.0533,0.1859,0.1159,0.3342,0.0,16 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.3925,0.0583,1,0.83,-2.67,-0.7628571428571428,-1,0.0459475883659641,1,-0.0123524116340358,-1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,True,False,False,True,False
2022-09-14,3639999972.0,104,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-10-07,3.94,32.0,12.0,4.2,21.0,4.35,31.0,33.0,0.5704,-0.0752,10.3509,3.5259,-3.7741,15.2044,0.0467,0.1774,0.0974,0.3188,-0.0001,23 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.372,0.0532,1,1.37,-2.57,-0.6522842639593909,-1,0.0254475883659641,1,-0.0277524116340359,-1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,True,False,False,True,False
2022-09-14,6672267084.0,105,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-09-23,2.49,1607.0,353.0,2.42,25.0,2.47,10.0,771.0,0.5155,-0.1398,6.5727,1.2732,-1.3346,21.7364,0.0646,0.0389,-0.0198,0.3742,0.0001,9 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.5015,0.1272999999999999,1,0.11,-2.3800000000000003,-0.9558232931726908,-1,0.154947588365964,1,0.027647588365964,1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,True,False,True,False,False
2022-09-14,6672267084.0,105,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-09-30,3.1,449.0,97.0,3.1,17.0,3.2,668.0,880.0,0.5199,-0.0983,8.7592,2.2574,-2.3932,17.6154,0.0521,0.05,-0.0227,0.3476,-0.0002,16 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.3847,0.0370999999999999,1,0.6,-2.5,-0.8064516129032258,-1,0.0381475883659641,1,0.0010475883659641,1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,True,False,True,False,False
2022-09-14,6672267084.0,105,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-10-07,3.57,203.0,35.0,3.65,17.0,3.8,47.0,61.0,0.5234,-0.0791,10.4969,3.2386,-3.4635,15.3971,0.0454,0.0588,-0.0246,0.3326,0.0,23 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.3654,0.0327999999999999,1,1.08,-2.49,-0.6974789915966386,-1,0.0188475883659641,1,-0.0139524116340358,-1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,True,False,True,False,False
2022-09-14,6672267084.0,105,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-10-14,4.2,134.0,31.0,4.2,9.0,4.35,21.0,147.0,0.5271,-0.0714,11.9814,4.2039,-4.5492,13.1758,0.0386,0.068,-0.03,0.342,0.0001,30 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.3596,0.0175999999999999,1,1.54,-2.66,-0.6333333333333333,-1,0.013047588365964,1,-0.0045524116340358,-1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,False,True,False,True,False,False
2022-09-14,67008536881.0,104,104.6199666119,104.8939712863,103.2848165618,104.1915229391,26395134,0.0,2022-09-23,3.0,1569.0,227.0,3.0,29.0,3.1,396.0,162.0,0.5802,-0.1368,6.4441,1.4283,-1.5023,20.3075,0.0637,0.2025,0.1441,0.372,0.0,9 days,0.3533438288938055,-0.0067914172597696,0.3465524116340359,-1,0.5078,0.1358,1,0.2,-2.8,-0.9333333333333332,-1,0.1612475883659641,1,0.0254475883659641,1,0.0,26.73,27.56,26.16,26.16,176.0,57.0,275.0,514.0,42.0,169.0,374.0,1057.0,690.0,211.0,431.0,1332.0,0.0,0.0,True,False,False,False,False,True
